min,max,rainToday,rainTomorrow
8.2,16.1,0,0
6.7,17.5,0,0
8.7,13.5,0,0
0.1,12.6,0,0
0.7,15.2,0,0
3.6,18.2,0,0
6.4,18.6,0,0
5.5,16.6,0,0
7.1,11.1,0,1
9.9,15.5,1,0
6.6,14.1,0,1
9.4,15,1,0
3.4,12.4,0,0
-0.3,12,0,0
1.3,11.7,0,0
3.3,13.5,0,0
5.4,12.1,0,0
6.2,13.9,0,0
8,14.4,0,0
4.4,13.6,0,0
6.3,13.7,0,0
5.2,14.4,0,0
4.3,14.1,0,0
0.5,12,0,0
3.9,14.4,0,1
7.3,12.9,1,0
-2.3,11.3,0,0
-0.2,14.3,0,0
4.8,16.7,0,0
5.1,15.2,0,0
4.1,10.8,0,0
6,14.2,0,0
7.2,16.7,0,0
8.1,16,0,1
7.2,10.9,1,1
4.6,12.5,1,0
4.5,13.2,0,0
6.3,11,0,1
0.1,9.6,1,0
1,11.9,0,0
3.7,11.4,0,0
1,10.9,0,0
1.4,9.6,0,0
-1.1,13.1,0,0
2.7,15,0,0
6.1,15.5,0,0
-0.6,15.7,0,0
3.9,15.6,0,1
5.7,14.1,1,1
5,11.2,1,0
0.8,12.7,0,0
1.9,13.2,0,0
3.9,11.9,0,0
4.3,13.3,0,1
-1.3,12.3,1,0
2,10.1,0,1
4.1,13.1,1,0
6.5,11.5,0,0
0.9,11.8,0,1
4.4,12.1,1,0
3.1,13,0,0
5.4,14.1,0,0
4.5,14,0,0
6.3,16.2,0,0
7.1,14.5,0,1
4.4,16.8,1,0
6.2,13.6,0,0
3.9,15.1,0,0
8.5,15.3,0,0
8.5,15.3,0,0
5.9,15.2,0,0
7.4,13.4,0,0
-0.6,10.9,0,0
-0.1,14.6,0,0
6.9,22.6,0,0
9.6,19.9,0,0
6.6,17.9,0,0
2,17,0,0
5.1,13.7,0,0
6.2,16.7,0,0
6.2,15.9,0,0
6.7,16.5,0,0
3.5,15.2,0,0
0.2,14,0,0
1,15.3,0,0
-1.5,15,0,0
2,21.5,0,1
7.3,10.8,1,1
4.9,16.4,1,0
1.3,14.7,0,0
0.7,15,0,0
6.4,18,0,1
4.2,13.7,1,1
7.4,17.6,1,0
8.4,14.2,0,0
2.3,17.3,0,0
5.7,22.3,0,0
10.9,25.9,0,0
10.7,27.7,0,0
12.2,30.2,0,1
9,16.7,1,0
5.6,16.1,0,0
3,16,0,0
6.7,14.9,0,0
9.8,18.2,0,0
2.6,23.8,0,0
9,15,0,0
3.5,15.9,0,0
-0.9,16.4,0,0
2.4,17.8,0,0
2.4,19.8,0,0
4.4,22.4,0,0
4.8,24.8,0,0
3.3,20.8,0,0
2.3,18,0,0
2.5,19.8,0,0
2.6,25.6,0,0
3.6,29.9,0,0
12.3,34.2,0,0
12.1,31.8,0,0
9.4,37.6,0,0
16.8,30.6,0,0
4,21.8,0,0
2.1,27.4,0,0
11.3,32.8,0,0
14.5,30.9,0,0
9.4,28,0,0
8.8,20.1,0,0
2.9,22.4,0,0
4.1,29.5,0,0
12.8,35.4,0,0
17.2,23.7,0,0
9,24.8,0,0
4.7,26.8,0,0
10.4,33.3,0,0
16.4,31.6,0,1
4.8,20.4,0,0
3,22.3,0,0
5.5,27,0,0
14,32.4,0,0
12.4,21.3,0,0
4,26.9,0,0
12.9,26.6,0,0
10.3,31,0,0
16.7,32.6,0,0
13.2,31.3,0,0
11.2,25.3,0,0
10.9,23.4,0,0
9.4,25,0,0
12.5,19.6,0,1
15.5,21.3,1,0
13.2,21.4,0,0
8.9,24.9,0,0
9,32.5,0,0
16.2,36.7,0,0
15.9,21.9,0,0
6.4,26.3,0,0
12,30.2,0,0
9.1,23.4,0,0
6.4,23.7,0,0
6,26,0,0
8.4,31,0,0
12.8,34.2,0,0
11.8,40.1,0,0
18.2,34.9,0,0
16.6,21.5,0,0
9,23.2,0,0
6.2,23.1,0,0
13,24.6,0,0
8.5,27.2,0,0
12.4,36,0,0
8.8,19.3,0,0
4.5,19.9,0,0
6.9,24.2,0,0
10.5,24.5,0,0
11,35.8,0,0
8.4,20.9,0,0
3.9,22,0,0
5.5,29.5,0,0
13.4,34.6,0,0
19.1,38.7,0,0
20.3,40.4,0,0
26.3,35,0,1
18.2,30.6,1,0
13.8,26.8,0,0
10.4,26.6,0,0
10.2,21.5,0,0
5.6,24,0,0
10.4,30.5,0,0
9.7,34.4,0,0
20.1,36,0,0
18.3,37.5,0,0
18.2,39.5,0,0
20.8,42.6,0,0
26.5,42.7,0,0
25.6,29,0,0
12.9,26.1,0,0
9.9,30.5,0,0
10.6,33,0,0
17,37.5,0,0
23.1,37.9,0,1
12.2,23.1,1,0
7.2,24,0,0
8.4,29.6,0,0
12.5,34.2,0,0
17.5,36.5,0,0
18.4,40.7,0,0
20.4,37.9,0,0
14.7,31,0,0
15.5,31.4,0,1
16,30.4,1,0
15.1,31.6,0,0
14,31.1,0,0
13.4,29.1,0,0
10.2,31.5,0,0
11,34.8,0,0
13.4,37.3,0,0
17,36,0,0
14.3,36.8,0,0
22.3,41.6,0,0
15,23.9,0,0
7.2,26.9,0,0
7.8,30,0,0
16.5,34.4,0,0
18.9,38.2,0,0
16,39.4,0,1
22.2,37.1,1,0
20,34.6,0,1
18.7,29.1,1,1
16,26.2,1,0
13.2,27.2,0,0
14.4,29.5,0,0
11.6,31.9,0,0
17.2,35.5,0,0
16.3,26.7,0,0
10.1,20.4,0,0
12,25.7,0,0
13.2,21.4,0,1
14,27.4,1,0
15.9,26.2,0,1
12.4,28.1,0,0
11.3,31.5,0,0
16.3,33.8,0,0
16.8,35.9,0,0
15.5,32.6,0,0
11.1,33.5,0,0
13,33.9,0,0
12.9,32.5,0,0
13.2,34.5,0,0
15.3,31,0,0
11.5,26.7,0,0
10.4,25.4,0,0
13,24,0,0
10.8,25.3,0,0
14,29.3,0,0
14.4,23.2,0,0
7.4,25.6,0,0
9.8,31.7,0,0
15.7,36.1,0,0
21.5,42.1,0,0
21.3,30.3,0,0
18.7,28.5,0,0
11.2,26,0,0
12.4,29.3,0,0
11.2,28.5,0,0
10.1,29,0,0
13.7,34.1,0,0
15.8,37.5,0,0
15.7,34.1,0,0
16.2,37.9,0,0
17.3,36,0,0
18.4,40.3,0,1
21.3,37,1,0
19.7,40.1,0,1
22.5,31.7,1,1
19,22.9,1,1
17.7,30.1,1,0
17.8,29.4,0,0
14.2,32.2,0,0
15.2,27.8,0,0
10.6,29,0,0
13.9,32.9,0,0
18.9,34.7,0,1
12.6,19.2,1,0
9.4,19,0,0
8.6,20.4,0,0
8.6,25.4,0,0
11.5,27.7,0,0
14.7,28.4,0,0
13.5,25.3,0,0
10.2,23,0,0
9.8,21,0,0
10.4,21.2,0,0
9,18.2,0,0
7.2,20.7,0,0
7.6,19.8,0,0
8,24,0,0
10.9,26.8,0,0
13.1,22.3,0,0
4.6,22,0,0
5.9,24.8,0,0
12.6,29,0,1
13.6,19.4,1,0
4.5,20.2,0,0
7.3,19.2,0,0
7.9,21.3,0,0
11.2,23.3,0,0
13.4,21.5,0,0
10,20.8,0,0
6.6,21.6,0,0
7.7,24.2,0,0
9.9,27.4,0,0
12.2,23.1,0,0
6.7,21,0,0
5.5,23.8,0,0
8.8,27.7,0,0
14,30.9,0,0
15.6,22,0,0
8.9,19,0,0
4.5,22.2,0,0
7.8,23.8,0,0
10.8,27.2,0,0
10.8,27.9,0,0
14.6,27.3,0,0
16,20.5,0,1
15.7,18.9,1,1
14.6,25.5,1,1
10.5,16.4,1,0
6.8,19.2,0,0
11.9,19.3,0,0
6.8,17.3,0,0
9.9,23.2,0,0
10.3,23.6,0,0
10.4,25.3,0,0
16.3,17.7,0,1
14,18.3,1,1
12.3,17,1,0
10.2,16.6,0,1
11.7,19.1,1,0
12.2,21.1,0,0
8.1,22.5,0,0
9.9,21,0,0
6,18.5,0,0
10.1,17,0,0
10.6,18.9,0,0
10.9,17.6,0,0
10.3,17.6,0,0
9.4,20.1,0,0
10.1,25.3,0,1
8.5,16.7,1,0
9.8,18,0,0
9.8,12.2,0,1
9.8,14.7,1,0
5.4,13.7,0,1
6.5,14.5,1,0
3.4,12.1,0,0
4.1,14.6,0,0
6.7,14.9,0,0
6.2,16,0,0
4.4,16.3,0,0
5,17.1,0,0
5.4,16.2,0,0
5.4,14.2,0,0
7,14.9,0,1
7,14.8,1,0
7.4,12.4,0,1
8.8,16.1,1,0
6.6,15.6,0,1
4.9,13.2,1,0
-0.4,13.1,0,0
1.4,11.9,0,0
1.4,17.8,0,0
3.1,15.8,0,1
4.8,12,1,1
7.7,15.1,1,0
9.2,13,0,0
3.9,14.7,0,0
5.4,13.7,0,1
7.4,14.6,1,1
7.6,14.5,1,0
7.6,14.4,0,1
3.3,9.5,1,0
1,11.9,0,0
3,9.9,0,0
2.8,13.4,0,0
4.3,15.2,0,0
3.8,14.3,0,0
5.1,13.7,0,1
3.2,12.4,1,1
5.4,16,1,0
7.9,14.5,0,0
7.8,10.4,0,1
7.4,12.5,1,0
6.4,15,0,0
5.6,15.7,0,1
3.6,13.4,1,0
0.6,13.4,0,0
2.1,10.3,0,1
7.8,14.9,1,0
7.9,8.6,0,1
2.9,11.1,1,0
2.5,12.5,0,0
4.9,13.5,0,0
-0.1,13.5,0,0
2.3,15.4,0,0
3.7,19,0,0
9.1,13,0,1
8.7,15.8,1,1
9.6,17.2,1,1
10.9,15.4,1,1
5.4,11,1,0
2.7,11.8,0,1
4.9,12.9,1,1
3.7,10.2,1,1
5.9,12.6,1,0
7.6,13.5,0,0
9.1,12.7,0,0
7.3,15.1,0,1
7.5,16.9,1,1
7.8,13.2,1,0
2.2,13.6,0,0
3.9,12.7,0,0
3.8,12.9,0,0
1.5,13.3,0,0
4,14.8,0,0
4.6,15.2,0,0
5.9,17.8,0,0
6.8,17.2,0,1
5.4,13.4,1,1
2.1,13.2,1,0
4.4,16.5,0,0
6.1,14.5,0,0
6.1,16.2,0,0
3,18.5,0,0
4.9,20.1,0,0
8.5,17,0,0
8.6,24,0,1
8.2,13,1,1
4.7,13.6,1,0
6.8,15.6,0,0
1.6,14.9,0,0
1.6,15.5,0,0
0.8,13.6,0,0
1.8,13.9,0,0
0.6,12.6,0,0
2,15.6,0,0
3.8,20,0,0
6.7,21,0,1
10.5,16.3,1,0
8.2,16.3,0,0
7,15.8,0,0
4.4,16,0,0
5.8,14.3,0,1
3.1,14.4,1,0
6.9,18.4,0,0
4.5,20.8,0,0
6.9,21.9,0,0
10.3,24.2,0,1
13.4,17.6,1,0
5.2,14.8,0,0
9,14.3,0,0
7.9,13.5,0,1
7.4,11.7,1,1
7.4,11.7,1,1
6,13.8,1,0
3.8,15.9,0,0
7.6,20.7,0,0
6.4,13.6,0,0
1.6,15.7,0,0
6.4,20.2,0,0
10.3,14.1,0,0
6,14.9,0,0
1.7,16.5,0,0
6.9,16.5,0,1
3.4,15.1,1,0
5.7,17.4,0,1
4.1,15.7,1,0
5.2,19,0,1
5.5,10.7,1,1
4.6,13.7,1,1
8.6,16.1,1,0
9.4,20.2,0,1
6.2,14.2,1,1
8,15.1,1,1
5.1,17.3,1,0
8.7,27.5,0,0
12.6,21.9,0,0
4.3,19.1,0,0
9.2,26.6,0,0
9.2,14.9,0,1
4.4,14.7,1,0
6.2,16.9,0,0
2,17.5,0,0
4.5,23.3,0,0
9,27.3,0,0
14.1,16.3,0,1
4.8,16.4,1,1
8.1,14.1,1,1
2.7,16.7,1,0
6.8,26.5,0,0
10.7,14.1,0,1
2.6,14.4,1,0
1.5,15.9,0,0
2.1,20.5,0,0
9,27.9,0,0
12.5,19.1,0,0
5,18.9,0,0
3.4,21.4,0,0
6.4,27.8,0,0
13.8,20.7,0,0
3.4,17.5,0,0
5.1,16.4,0,1
6.4,17.4,1,0
4.2,22.7,0,0
6.2,28,0,0
7.8,20.4,0,0
9.4,21.7,0,0
11.9,23.4,0,0
4.5,20.1,0,0
5.2,22.5,0,0
6,24.3,0,0
8,30.6,0,1
14.5,20.5,1,0
10.1,14.5,0,1
9.4,18.2,1,0
7.6,20,0,0
6.5,27.1,0,0
12.1,34,0,0
12.6,23.6,0,0
7.6,29.6,0,0
13.8,36.3,0,0
21.4,38.1,0,0
12.2,19.7,0,0
6.1,20.6,0,0
4.9,21.8,0,0
7.8,21.8,0,0
7.2,23.3,0,0
4.9,25.7,0,0
6,28.9,0,0
9,30,0,0
9.1,24.5,0,0
7.1,27.6,0,0
7.8,24.9,0,0
5.8,30.7,0,0
14.5,32.5,0,1
12.6,24.6,1,0
10.4,24.9,0,0
6.5,30.6,0,1
14,21,1,0
7.5,20.8,0,0
5.6,25.1,0,0
7.4,28.2,0,0
12.1,36.5,0,0
19.5,37.8,0,0
13.8,23.5,0,0
5.2,25.8,0,0
7.4,30.7,0,0
10.7,22,0,0
5.3,24.7,0,0
10.6,34.5,0,1
12.8,25,1,0
9.4,26.1,0,0
8.1,31.4,0,0
15.4,36.4,0,0
15.6,35.1,0,0
14.1,39.6,0,0
21.7,25.2,0,0
19.4,32.6,0,1
20.5,36.1,1,0
18.8,30.9,0,1
15.1,26.9,1,0
12.7,27.9,0,0
14.7,24.8,0,0
13.3,26.3,0,0
9.4,30.6,0,0
12.5,35,0,0
18.6,37.8,0,0
20,38.8,0,0
21.7,40.5,0,0
21.8,33.2,0,0
15.3,28.2,0,0
12.8,32.5,0,0
12.1,28.4,0,0
9.6,34.3,0,0
17,28.4,0,1
12.6,23.3,1,0
8.3,28.4,0,0
11.3,36,0,0
16.3,41.7,0,0
15.9,27.8,0,0
9.1,29.2,0,1
15,23.7,1,0
9.1,28.3,0,0
14.2,34,0,0
19.7,38.1,0,0
15.1,26.4,0,0
9.5,28.1,0,0
9.7,28.7,0,0
9.1,32.2,0,0
14.2,33.4,0,0
11.7,36.4,0,0
20.4,30.2,0,0
12.8,27,0,0
10.5,22.2,0,0
11.8,26.9,0,0
8.7,30.6,0,0
14.4,36.7,0,0
19.2,29.6,0,1
15.1,18.9,1,0
7.6,30,0,0
13.4,39.8,0,0
22.4,43.5,0,0
18.8,40.7,0,0
21.1,32.2,0,0
13.4,22.5,0,0
11.8,24.6,0,0
13.8,27.8,0,0
14.9,34.8,0,0
15.5,28,0,0
8.7,25,0,0
9.9,20.7,0,0
8.4,21.3,0,0
6.5,22.8,0,0
6.1,28,0,0
13.7,36.3,0,0
14.8,26.2,0,0
9,26.4,0,0
8.2,25.3,0,0
7.3,31.2,0,0
12.6,35.7,0,0
17.6,35.6,0,0
18.1,36,0,0
16.4,36.4,0,0
14.8,33.5,0,0
12.8,33.5,0,0
14.5,31.9,0,0
12.4,29.9,0,0
14.9,31.8,0,0
16,33.9,0,0
17,34.6,0,0
12.7,33.1,0,0
14.4,29.3,0,0
13.5,24.5,0,1
12.3,28.8,1,0
15.4,33.1,0,0
18.9,34.3,0,0
17.2,25.2,0,0
6.7,26.8,0,0
10.6,33.5,0,0
15.8,34.2,0,0
18.9,30.8,0,0
20.9,26.2,0,1
17,24.9,1,0
12.5,27.9,0,0
14.8,28.8,0,0
17.1,32.2,0,0
13.7,29.6,0,0
15.5,24,0,0
9.4,24.8,0,0
10.6,25,0,0
6.1,19.1,0,0
3.4,19.5,0,0
5.9,19.4,0,0
9.8,19.7,0,0
4.3,23.4,0,0
10.5,26.6,0,0
9.7,26,0,0
10.2,27.8,0,0
13.4,29,0,0
15,30.5,0,1
8.9,14.9,1,1
7.4,18,1,0
8.7,21.5,0,0
5.2,23,0,0
7.4,26.3,0,0
7.4,23.1,0,0
6.6,22.7,0,0
7.7,21.9,0,0
4.9,24.7,0,0
7,27.2,0,0
12.1,30.2,0,0
16.3,21,0,1
15.7,20.4,1,0
12.4,21.9,0,0
11.4,23.2,0,0
12.9,22.3,0,1
14.3,19.4,1,1
7.1,14.7,1,0
5.5,15.3,0,0
9.2,18.9,0,0
12,18.4,0,0
13.1,17.5,0,0
12.4,19.6,0,1
5.9,16.2,1,0
6.4,15.5,0,0
1.6,16.7,0,0
2.7,19.2,0,0
6.9,17.7,0,0
3.6,16.8,0,0
2.5,16.5,0,0
5.6,16.7,0,0
2.1,19.2,0,0
3,18.9,0,0
2.2,18.1,0,0
6.2,18.2,0,0
3.6,16.4,0,0
1.3,17.4,0,0
2.9,18.5,0,1
8.8,13.1,1,1
10.1,15.7,1,1
11.6,14.4,1,1
10.8,18.3,1,0
10.5,21.4,0,0
10.2,21.2,0,1
11.6,18.5,1,0
9.6,17.2,0,0
11.6,18,0,0
7.5,17.3,0,0
9.8,17.4,0,1
7.2,12.5,1,1
3.2,13.9,1,1
5,13.2,1,0
1.5,13.3,0,0
0.1,13.2,0,0
-0.1,13.2,0,0
-0.6,14.6,0,0
-0.8,15,0,0
1.1,16.9,0,0
5.1,13.6,0,0
0.2,13.7,0,0
-0.5,14,0,0
0.6,14.7,0,0
2.8,13.9,0,0
0.4,14.5,0,0
3.1,16.6,0,0
4.9,17,0,0
2.4,17.2,0,0
6.7,16.9,0,0
7.7,14.2,0,0
7.6,16.2,0,0
5.4,16.8,0,0
6.1,15.5,0,0
2.1,16.8,0,0
4.1,13.1,0,0
7.3,16.2,0,0
4.4,16.9,0,0
4.9,13,0,0
4.7,14.3,0,0
12.5,16.6,0,1
8.6,15.2,1,0
1.6,18,0,0
4.8,20.1,0,0
4.4,18.8,0,0
NA,20,0,1
12.8,18.6,1,0
10.8,16.2,0,0
10.9,18,0,0
11.8,18.5,0,0
7.4,18.6,0,0
13.4,21.6,0,0
11,36.8,0,0
15.2,18.5,0,0
10.5,20,0,0
13,17.6,0,0
7.4,18.5,0,0
2.7,22.6,0,0
8.4,29.4,0,0
13.2,27.8,0,0
8.4,22.4,0,0
13.5,23.2,0,0
8.1,23.3,0,1
12.6,18.3,1,0
6.5,20.4,0,0
6.9,21.5,0,0
12.3,33.1,0,0
15.1,39.1,0,0
18.3,39.3,0,0
18.2,30.9,0,0
NA,25.2,0,0
16.1,26.1,0,0
17.6,21.4,0,0
15.9,24,0,0
14.9,26.2,0,0
13.4,20.4,0,0
6.1,26.8,0,0
14.3,33.8,0,0
14.2,20.4,0,0
12.1,17.9,0,1
9.9,17.2,1,0
11.9,16.7,0,0
11.5,17.7,0,0
13.5,22.9,0,0
8.8,21.9,0,0
15.3,21,0,0
15.2,23.7,0,0
14.5,25.8,0,0
13.1,31.3,0,0
12,27.6,0,0
14.9,20.4,0,0
15.1,18.9,0,0
14.8,21.7,0,0
9.4,21.8,0,0
12.2,17.9,0,0
12.1,19.3,0,0
11.8,24.4,0,0
12.4,30.1,0,0
12.7,19.5,0,0
13.6,18.7,0,0
7.9,22.5,0,1
14.3,29,1,1
10.4,17.1,1,1
11.3,16,1,1
12.2,16.6,1,1
11.2,17.5,1,0
12,17.1,0,0
12.6,18.8,0,0
14.7,21.3,0,0
15.2,23.8,0,0
15.1,27.3,0,0
15.4,25.2,0,1
14.3,19.1,1,1
10.7,17.4,1,1
11.7,16.7,1,0
12,15.1,0,0
7.6,21,0,0
10.5,20.5,0,0
5.9,21.5,0,0
10.8,33.6,0,1
13.7,17.2,1,0
6.8,17.9,0,0
5.1,17.8,0,1
9.3,21,1,0
14.9,19.2,0,0
5.8,17.9,0,0
3.2,23.2,0,0
3.3,20.1,0,0
11.4,18.5,0,0
14.7,24.8,0,0
12,30.5,0,0
NA,31.1,0,0
13.3,NA,0,0
NA,16.9,0,1
12.2,17,1,0
8.2,15.1,0,0
10.6,15.9,0,1
10.2,15.3,1,1
10.2,17,1,0
7.7,19.3,0,0
8,19.9,0,0
7.2,19.7,0,0
5.7,22.2,0,0
10,18.8,0,1
8.7,15.1,1,0
9.3,17.2,0,0
11.3,17.4,0,1
11.8,16.8,1,0
12.4,14.7,0,0
9.9,20.3,0,0
6.6,23.5,0,0
6.3,23.5,0,0
6.7,22,0,1
14,16.9,1,1
10.6,16.5,1,1
7.4,12.1,1,1
6.3,10.9,1,1
7.1,13,1,0
5.3,14.8,0,0
1.8,17,0,1
6.8,14.9,1,0
4.8,16.3,0,0
6.8,15.1,0,1
10.6,15.6,1,0
4.6,15.5,0,0
6.2,15.4,0,1
11.5,15.6,1,0
9.6,15.1,0,0
7.1,14.6,0,0
11,14.2,0,0
7.4,15.9,0,0
6.9,16.1,0,1
11.1,15.3,1,1
11.1,16,1,1
12.2,15.3,1,1
11.3,14.2,1,0
11,14.8,0,0
10.4,13.4,0,0
6.7,16.3,0,0
8.6,18.8,0,0
9.8,18,0,0
4.4,20,0,0
7.1,17.3,0,0
13.8,17.9,0,1
13.7,15.2,1,1
8.5,14.7,1,1
6.6,13.7,1,1
9.1,13.2,1,1
10.3,15.1,1,0
5,14.4,0,0
4.9,16,0,1
7.4,12.3,1,1
9.5,13.3,1,1
9.7,15.1,1,0
9.9,15.7,0,0
5.5,15.9,0,0
5.2,13.3,0,1
5,11.7,1,1
7.8,12.1,1,1
5.9,11.7,1,1
5.7,10.8,1,1
6.8,11.9,1,0
4,11.3,0,1
5.4,12.3,1,1
6.4,13,1,0
1.6,14.2,0,0
3.6,15.3,0,0
2.5,15.3,0,0
4.7,14.6,0,0
3.3,14.6,0,0
5,15,0,0
4.8,15.8,0,0
5.7,16.5,0,1
8.2,14.8,1,0
1.9,13.7,0,0
4.9,13.3,0,0
2.4,14.4,0,0
0.4,15.1,0,0
3.8,14.7,0,1
6.7,16.4,1,0
10.8,15.5,0,1
8.2,13.4,1,1
6.7,12.3,1,1
8.3,12.5,1,1
9.3,12.9,1,0
9.5,11.4,0,0
7.4,12.2,0,1
3.7,12.3,1,0
-1.5,13.2,0,0
0.2,15.3,0,0
4.3,12.4,0,1
9.8,11.8,1,1
7.2,13.7,1,1
7.3,11.3,1,1
5.5,12.1,1,1
3.9,13,1,1
2.9,13.6,1,0
1.3,13,0,0
3.5,13.4,0,1
8.1,15.6,1,0
10,15.2,0,0
7.8,15,0,1
7.9,9.9,1,1
6.7,11.7,1,0
2.5,12.4,0,0
5.6,15.3,0,0
6.7,12.5,0,1
7.8,13,1,1
8.5,13.8,1,1
10.2,13.8,1,0
8,13.7,0,1
8.6,14,1,1
9.7,14.8,1,1
8.9,14.7,1,1
6.4,12.3,1,1
8.2,12.6,1,1
5.9,14.9,1,0
9.1,18.2,0,1
7.6,12,1,0
5.4,14,0,0
5.8,12.6,0,1
7.5,14.6,1,1
8.8,14.4,1,1
7.2,14.7,1,1
6.8,15.1,1,0
6.1,16.3,0,0
8.3,21.2,0,1
10.7,13.9,1,1
6.9,14.3,1,1
8.3,16.9,1,0
8.2,19.7,0,1
10.7,18.4,1,1
9.3,12.7,1,1
5.1,14.3,1,0
8.7,16.1,0,1
7.1,12.6,1,1
5.6,11.7,1,1
5.9,13.9,1,1
10.2,14.9,1,1
9.4,16,1,1
9.9,13.8,1,1
6.4,13.5,1,1
9.8,13.8,1,1
6.9,14.1,1,0
5.7,17.9,0,0
9.2,16.2,0,1
7.6,12.4,1,1
7.3,12.9,1,0
5.9,12.6,0,1
7.8,14,1,0
10.1,12.5,0,0
8.6,13,0,0
7.5,14.3,0,0
6.9,22.8,0,0
10.3,25.8,0,1
9.7,15.6,1,1
6,13.7,1,0
3.4,16.9,0,0
5.9,17.9,0,1
11.9,13.4,1,1
5.9,17.5,1,0
8.7,15.5,0,0
5.5,14.9,0,0
5.5,15.1,0,1
9.9,14.8,1,1
10.6,14.6,1,1
10.5,15.8,1,1
10.3,13.9,1,1
4.6,11.7,1,1
6.6,11.2,1,0
8.2,13.5,0,0
4.8,19.3,0,0
8.5,16.7,0,0
5.7,14.6,0,0
8.9,12.4,0,1
5.5,13.6,1,0
2.1,14.5,0,1
7.4,13.9,1,1
7.8,12.9,1,1
7.1,13,1,1
7.9,12.8,1,0
4.7,14.5,0,0
7.1,15.1,0,0
5.7,21.5,0,1
9.6,13.7,1,1
7.2,14.4,1,1
9.1,14.8,1,1
9,13.6,1,1
8.3,14.6,1,1
8.5,13.9,1,0
8.7,15.2,0,0
6.4,20.3,0,0
10.8,18,0,0
6.5,15.1,0,0
5,15.8,0,0
6,15.8,0,0
4.3,16.3,0,0
9.7,14.2,0,0
10,14.6,0,0
9.4,17.3,0,0
11.3,16.2,0,0
10.6,30,0,0
15.1,28.1,0,0
12.8,18.1,0,0
12.7,16.8,0,1
11.5,27.7,1,1
11.5,15,1,1
8.3,13.6,1,0
9.1,14.8,0,0
7.2,17.4,0,0
11.3,27.3,0,0
13.1,32.2,0,0
14.9,32.3,0,0
16.6,31.2,0,0
13.4,29.1,0,0
15.6,25.9,0,0
8.7,26.2,0,0
12.9,26,0,0
12.9,24.5,0,0
14.4,17.5,0,0
13.4,18.7,0,0
10.7,23.5,0,0
11.9,32.4,0,0
18.7,21.4,0,0
12.4,18.2,0,1
12.8,17.4,1,0
10.9,17.5,0,0
7.4,19.4,0,0
10,21.6,0,1
14.7,23.7,1,1
15.6,25.5,1,1
11.6,17.2,1,1
11.4,17.7,1,0
12.5,18.5,0,0
9.4,18.9,0,0
8.8,27.7,0,0
13.3,17.6,0,0
7.9,16.9,0,0
12.5,17.8,0,0
13,18.9,0,0
12.1,15.9,0,1
11.2,17,1,0
8.4,19.4,0,0
11.3,16.8,0,1
9.5,17.2,1,1
11.8,18.6,1,0
13,17.7,0,0
8,18,0,0
6.8,31.7,0,0
16.4,36.1,0,1
14,15.5,1,1
10.9,18.7,1,0
12.9,16.3,0,0
11.7,17.5,0,0
5.7,19.8,0,0
6.5,22.4,0,0
14.3,36.4,0,0
17.3,19.3,0,1
11.8,17.1,1,0
4.6,18.6,0,0
8,20.3,0,0
7.1,20.9,0,0
7,20.7,0,0
14,34.1,0,0
17.2,37.8,0,0
14.3,19.8,0,0
12.1,19.1,0,0
12.5,18.7,0,0
11.4,20.2,0,0
6.1,21.3,0,0
6,19.8,0,0
6.9,22.3,0,0
11.7,35,0,0
15.4,24,0,0
14.8,29.2,0,0
17.1,40.8,0,0
21.1,22.3,0,1
14,18.4,1,0
11.3,18.9,0,0
5.6,20.5,0,0
9.9,20.6,0,0
11.1,18.2,0,1
10.2,17.3,1,0
12.3,19.8,0,0
11.4,21.7,0,0
6,23.3,0,0
14.2,23.4,0,0
13.8,18.3,0,0
3,18.3,0,0
8.8,20.9,0,0
9.5,21.6,0,0
10.9,18.5,0,0
12.2,19.8,0,0
14.2,19.8,0,0
7.3,23.3,0,0
10.7,26.9,0,0
12.3,19.9,0,0
13.5,31.9,0,0
15.5,34.6,0,1
19.1,20,1,1
13.4,19.3,1,0
13.1,21.3,0,0
13.4,28.7,0,0
13.1,29.2,0,0
14.6,29.1,0,0
16,28.4,0,0
17.8,19.6,0,1
15.5,18.6,1,0
13.9,19.7,0,0
14.9,18.4,0,1
16,22.7,1,0
15.5,23.3,0,0
13.3,21.5,0,0
16,19.6,0,0
11.8,25.4,0,0
13.9,34.6,0,0
13.9,21.8,0,0
12,19.6,0,1
11.8,19.7,1,0
8.3,19.4,0,0
12.7,21.7,0,0
13.2,33,0,0
16.1,19.7,0,0
12.2,18,0,0
12,16.9,0,0
13.2,18.5,0,0
14.8,23.2,0,0
11.4,28.4,0,0
14,19.6,0,1
13.8,21,1,0
13.2,21.4,0,1
10.8,22.1,1,1
13.4,17.1,1,0
11.6,18,0,0
11.6,17.8,0,0
10.6,21.2,0,0
9.6,26.3,0,0
11,29.2,0,0
13.8,31,0,0
11.7,22.9,0,0
13.2,23.1,0,0
17.4,23.3,0,1
16.7,21.9,1,0
9.9,21.8,0,0
11.7,20.2,0,1
6.7,17.9,1,0
12.6,19.6,0,0
12.4,21.2,0,0
11.1,29,0,0
14.2,18.1,0,1
13.6,16.8,1,1
11.8,20.4,1,1
14.4,19,1,0
7.2,19.2,0,0
5.9,19.3,0,0
8.5,19.4,0,0
10.3,17.6,0,0
10.9,16.8,0,0
12.7,22.2,0,0
8.6,25.2,0,0
